koryakov_db_id,eng_vil_name,rus_vil_name,lang_1_K,lang_2_K,lang_1_S,lang_2_S,same_languages,name_1885,name_1895,name_1926,name_2010,census_1885,census_1895,census_1926,census_2010,Lat,Lon,Republic,Region,elevation,LevK_comments,kutans
3863,NA,Ж. д. буд. 959 клм.,Dargwa,??,NA,NA,NA,NA,NA,Ж. д. буд. 959 клм.,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
3799,NA,Ж. д. будка 969 к.,Lak,NA,NA,NA,NA,NA,NA,Ж. д. будка 969 к.,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
2025,NA,Ж. д. будка 973 вер.,Russian,NA,NA,NA,NA,NA,NA,Ж. д. будка 973 вер.,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
3797,NA,Ж. д. будка 978 к.,Kumyk,NA,NA,NA,NA,NA,NA,Ж. д. будка 978 к.,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
815,NA,Ж. д. будка на 18-й версте,Kumyk,NA,NA,NA,NA,NA,NA,Ж. д. будка на 18-й версте,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
3801,NA,Ж. д. казарма на 932 клм.,Dargwa,сев.,NA,NA,NA,NA,NA,Ж. д. казарма на 932 клм.,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
3849,NA,Ж. д. казармы 882 клм.,Kumyk,NA,NA,NA,NA,NA,NA,Ж. д. казармы 882 клм.,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA
4167,Zhazhada,Жажада,Avar,NA,Avar,NA,TRUE,Жажада,Жажада,Жажада,Жажада,76,81,58,199,42.197157,46.424903,Daghestan,NA,1892.42785644531,NA,not_kutan
1561,Zhamsory,Жамсоры,Dargwa,сев.,Dargwa,NA,TRUE,NA,Чамсарала,Чамсаре,Жамсоры,NA,42,73,0,42.382089,47.462508,Daghestan,NA,1442.42224121094,NA,not_kutan
1849,NA,Завгуреланлала,Dargwa,сев.,NA,NA,NA,NA,NA,Завгуреланлала,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA
3061,Zaza,Заза,Lezgian,NA,Lezgian,NA,TRUE,Заза,Заза (Дзаза),Заза,Заза,494,500,470,37,41.77734,48.04628,Daghestan,NA,752.088684082031,NA,not_kutan
199,Zaib,Заиб,Avar,NA,Avar,NA,TRUE,NA,NA,Заи,Заиб,NA,NA,56,226,42.489364,46.707472,Daghestan,NA,799.366271972656,NA,not_kutan
131,Zanata,Заната,Avar,NA,Avar,NA,TRUE,Заната,Заната,Заната,Заната,200,202,159,198,42.485146,46.552771,Daghestan,NA,1602.92211914063,NA,not_kutan
1255,NA,Зевер,Avar,NA,NA,NA,NA,NA,NA,Зевер,NA,NA,NA,184,NA,NA,NA,NA,NA,NA,NA,NA
3761,NA,Зели-Кака,Kumyk,NA,NA,NA,NA,NA,NA,Зелекака,NA,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,NA
3911,NA,Зем. Артель Батраков,Avar,NA,NA,NA,NA,NA,NA,Зем. Артель Батраков,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA
4709,Zekhida,Зехида,Tsez,цезский,Tsez,NA,TRUE,Зехиди,"Захида (Зехеди, Захиды)",Зихида,Зехида,103,105,82,502,42.19594,45.94664,Daghestan,NA,1861.92724609375,NA,not_kutan
367,NA,Зибиру,Botlikh,NA,NA,NA,NA,NA,NA,Зибиру,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA
361,Zibirkhali,Зибирхали,Godoberi,NA,Godoberi,NA,TRUE,Зуберхули,Зибирхали (Зибихули),Зиберкали,Зибирхали,285,279,147,64,42.66833,46.07194,Daghestan,NA,1791.06030273438,NA,not_kutan
2031,Zid'yan,Зидьян,North Azerbaijani,NA,North Azerbaijani,NA,TRUE,Задiан,Задиан (Зидиан),Зидьян,Зидьян,533,532,555,150,42.050776,48.142558,Daghestan,NA,481.721801757813,NA,not_kutan
2037,Zid'yan-Kazmalyar,Зидьян-Казмаляр,North Azerbaijani,NA,North Azerbaijani,NA,TRUE,NA,NA,Зидьян Казмалар,Зидьян-Казмаляр,NA,NA,330,977,42.07957,48.15655,Daghestan,NA,203.86637878418,NA,not_kutan
3071,NA,Зизик,Lezgian,NA,NA,NA,NA,Зизик,"Зизик (Зезик, Дере-Кам)",Зизик,Зизик,508,494,489,1235,NA,NA,NA,NA,NA,NA,NA
273,Zilo,Зило,Andi,верхне-андийски,Andi,NA,TRUE,Зило,"Зило (Зилю, Зилюръ, Зилудиралъ)",Зило,Зило,569,469,510,1220,42.731394,46.319223,Daghestan,NA,1202.365234375,NA,not_kutan
2193,Zil',Зиль,Tabasaran,NA,North Azerbaijani,NA,FALSE,Зиль,Зиль,Зиль,Зиль,346,345,433,454,41.99616,48.03356,Daghestan,NA,587.220520019531,NA,not_kutan
2187,Zil'bachi,Зильбачи,Dargwa,муиринский,Dargwa,NA,TRUE,Зильвачи,"Зильбачи (Зильмачи, Зильвачи)",Зильбачи,Зильбачи,325,339,397,941,42.139973,47.717838,Daghestan,NA,1311.98291015625,NA,not_kutan
3079,Zil'dik,Зильдик,Tabasaran,NA,Tabasaran,NA,TRUE,"Зильдик (Сильдик, Чичик)","Зильдик (Цыльдик, С-, Чичик)",Зильдик,Зильдик,475,446,512,585,41.81292,47.98958,Daghestan,NA,1084.77709960938,NA,not_kutan
1881,Zil'mukmakhi,Зильмукмахи,Dargwa,усиша-бутринский,Dargwa,NA,TRUE,Зилмук,Зальмук-Махи,Зелмук-Махи,Зильмукмахи,193,223,244,328,42.28483,47.3958,Daghestan,NA,1409.150390625,NA,not_kutan
4233,NA,зим. Ахадиб (?),Avar,NA,NA,NA,NA,NA,NA,Ахада,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA
389,NA,Зиндулла,Karata,карат.,NA,NA,NA,NA,NA,Зиндулла,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
55,Zirani,Зирани,Avar,NA,Avar,NA,TRUE,Зирани,"Зирани, Зираны",Зирани,Зирани,154,160,188,65,42.61797,46.94436,Daghestan,NA,543.17236328125,NA,not_kutan
3081,NA,Зирдаг,Tabasaran,NA,NA,NA,NA,Зирдаг (Зирджаг),"Зирдаг (Зирджаг, Заржак)",Зирдак,NA,319,314,290,NA,NA,NA,NA,NA,NA,NA,NA
1231,Ziurib,Зиуриб,Avar,NA,Avar,NA,TRUE,Зиури,Зиури,Зиуриб,Зиуриб,226,239,232,326,42.41789,46.705088,Daghestan,NA,1846.06469726563,NA,not_kutan
3953,NA,Зрых,Lezgian,NA,NA,NA,NA,Зрых (Цириг),"Зрых (Зирик, Цирих)",Зрых,Зрых,768,760,843,1838,NA,NA,NA,NA,NA,NA,NA
2377,Zubanchi,Зубанчи,Dargwa,муиринский,Dargwa,NA,TRUE,Зубанчи (Зуванчи),"Зубанчи (Зуванчи, Аубанчи)",Зубанчи,Зубанчи,616,622,664,1639,42.13309,47.70417,Daghestan,NA,1077.52282714844,NA,not_kutan
1547,NA,Зурилаудимахи,Dargwa,сев.,NA,NA,NA,NA,Зуриула,Зурилну,Зурилаудимахи,NA,83,143,461,NA,NA,NA,NA,NA,NA,NA
3025,Zukhrabkent,Зухрабкент,Lezgian,NA,Lezgian,NA,TRUE,Зограб-кент (Зограба-хюр),Зограб Кент (Зограб-Хюр),Зуграб-Кент,Зухрабкент,469,452,396,250,41.56687,48.1529,Daghestan,NA,1066.8203125,NA,not_kutan
4605,Ibragimotar,Ибрагимотар,NA,NA,Avar,NA,NA,NA,NA,NA,Ибрагимотар,NA,NA,NA,1232,43.56491,46.46879,Daghestan,NA,8.99989604949951,NA,kutan
1069,Ivaylazda,Ивайлазда,Avar,NA,Avar,NA,TRUE,NA,NA,Иваназда,Ивайлазда,NA,NA,32,73,42.42,46.79917,Daghestan,NA,1323.56298828125,NA,not_kutan
99,Igali,Игали,Avar,NA,Avar,NA,TRUE,Игали,Игали (Ихали),Игали,Игали,1138,1135,852,2558,42.7181,46.5811,Daghestan,NA,623.298461914063,NA,not_kutan
4069,Igrakh,Играх,Lezgian,NA,Lezgian,NA,TRUE,Икрах (Гирак),Икрах (Гирак),Икрах,Играх,158,159,182,2,41.5525,47.52831,Daghestan,NA,1700.18786621094,NA,not_kutan
281,NA,Идходатль,Chamalal,NA,NA,NA,NA,NA,NA,Идходатль,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
379,Izano,Изано,Akhvakh,сев.-ахвах.,Akhvakh,NA,TRUE,Изани (Изаниб),Изани (Изанибъ),Изани,Изано,412,433,318,1211,42.52735,46.40389,Daghestan,NA,1823.7587890625,NA,not_kutan
3773,NA,Избербаш,Kumyk,NA,NA,NA,NA,NA,NA,Изберг,Избербаш,NA,NA,7,55279,NA,NA,NA,NA,NA,NA,NA
4143,Izta,Изта,Avar,NA,Avar,NA,TRUE,Изата (Изеда),"Изата (Издата, Изеда, Эзета)",Изата,Изта,34,39,17,17,42.30889,46.35667,Daghestan,NA,2081.75659179687,NA,not_kutan
3085,Ikra,Икра,Lezgian,NA,Lezgian,NA,TRUE,"Икра (Кири, Крар)","Икра (Кири, Крар)",Икра,Икра,1343,1085,1288,1620,41.5633,48.0094,Daghestan,NA,996.627868652344,NA,not_kutan
8058,Imeni Michurina,Имени Мичурина,NA,NA,North Azerbaijani,NA,NA,NA,NA,NA,Имени Мичурина,NA,NA,NA,878,42.17695,48.19867,Daghestan,NA,-14.7653760910034,NA,not_kutan
1295,NA,Имхила Махи,Dargwa,сев.,NA,NA,NA,NA,NA,Имхила Махи,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA
383,Ingerdakh,Ингердах,Avar,NA,Avar,NA,TRUE,Ингердах,Ингердахъ (Ингурдахъ),Ингердах,Ингердах,456,490,531,1065,42.58926,46.398373,Daghestan,NA,1881.91979980469,NA,not_kutan
385,Ingishi,Ингиши,Avar,NA,Avar,NA,TRUE,Ингиш,Ингишь (Ингишу),Ингиши,Ингиши,414,454,455,839,42.77477,46.54264,Daghestan,NA,1533.03540039063,NA,not_kutan
8005,Indira,Индира,NA,NA,Karata,NA,NA,NA,NA,NA,Индира,NA,NA,NA,429,43.495013,46.80715,Daghestan,NA,-6,NA,kutan
1325,Inzimakhi,Инзимахи,Dargwa,сев.,Dargwa,NA,TRUE,NA,NA,Инзи-Махи,Инзимахи,NA,NA,145,1382,42.27238,47.35613,Daghestan,NA,1409.185546875,NA,not_kutan
3467,Inisha,Иниша,Lak,NA,Lak,NA,TRUE,Иниши,"Иниши (Иниша, Инишалю)",Иниша,Иниша,167,163,114,131,42.15031,47.20492,Daghestan,NA,1710.07116699219,NA,not_kutan
209,Inkvalita,Инквалита,Avar,NA,Avar,NA,TRUE,Инкоалита,Инкоалита (Инколита),Инколита,Инквалита,173,176,135,46,42.69936,46.68833,Daghestan,NA,1519.19567871094,NA,not_kutan
1695,Inkuchimakhi,Инкучимахи,Dargwa,цуд.,Dargwa,NA,TRUE,NA,Инкучи-Махи,Инкучи-Махи,Инкучимахи,NA,65,86,541,42.35029,47.17345,Daghestan,NA,1106.42065429688,NA,not_kutan
8007,Inkhelo (Novoe Inkhelo),Инхело,NA,NA,Karata,NA,NA,NA,NA,NA,Инхело,NA,NA,NA,841,43.46797,46.61451,Daghestan,NA,13.180401802063,NA,kutan
4693,Inkhokvari,Инхоквари,Xvarshi,NA,Xvarshi,Inkhoqwari,TRUE,Инхокори,"Инхокори (Анкачвари, Ангаквари)",Инхокори,Инхоквари,289,319,238,258,42.410888,46.044877,Daghestan,NA,1394.09533691406,NA,not_kutan
337,NA,Инцатли,Chamalal,NA,NA,NA,NA,NA,NA,Инцатли,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA
1035,Iputa,Ипута,Avar,NA,Avar,NA,TRUE,NA,NA,Ината,Ипута,NA,NA,217,97,42.47852,46.96592,Daghestan,NA,1454.63317871094,NA,not_kutan
2189,Iragi,Ираги,Dargwa,муиринский,Dargwa,NA,TRUE,Ирага,"Ирага (Ирыгы, Ирагари)",Ирага,Ираги,352,353,361,843,42.11889,47.75336,Daghestan,NA,850.65673828125,NA,not_kutan
2171,Iraki,Ираки,Dargwa,муиринский,Dargwa,NA,TRUE,Ирига (Ириква),"Ирига (Ириги, Ириага, Ириква, Ириквали)",Ираки,Ираки,286,299,251,394,42.16405,47.71739,Daghestan,NA,1105.35485839844,NA,not_kutan
1503,Irgali,Иргали,Dargwa,цуд.,Dargwa,NA,TRUE,Иргали-Махи,Иргали-Махи,Иргалы-Махи,Иргали,202,226,204,206,42.41281,47.13538,Daghestan,NA,1212.36743164063,NA,not_kutan
107,Irganay,Ирганай,Avar,NA,Avar,NA,TRUE,Ирхана (Рихуни),"Ирганай (Ирханы, Иргана, Рихуни)",Ирганай,Ирганай,596,613,699,2290,42.649543,46.912048,Daghestan,NA,577.021057128906,NA,not_kutan
993,Irib,Ириб,Avar,NA,Avar,NA,TRUE,Ириб (Ири),Ириб (Ири),Ириб,Ириб,562,555,460,1108,42.1606,46.8169,Daghestan,NA,1646.95629882813,NA,not_kutan
2343,Irichi,Иричи,Dargwa,муиринский,Dargwa,NA,TRUE,Иричи,"Иричи (Ирачи, Иречи, Урача)",Иричи,Иричи,121,121,90,8,42.13548,47.79158,Daghestan,NA,882.535583496094,NA,not_kutan
297,NA,Исибки,Chamalal,NA,NA,NA,NA,NA,NA,Исибки,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
3089,Ispik,Испик,Lezgian,NA,Lezgian,NA,TRUE,Испик (Спик),Испик (Спик),Испик,Испик,520,485,581,1274,41.61489,48.19118,Daghestan,NA,714.948913574219,NA,not_kutan
329,NA,Исси,Chamalal,NA,NA,NA,NA,NA,NA,Эсси,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA
495,NA,Италт,Tindi,NA,NA,NA,NA,NA,NA,Италт,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,Итля,Avar,NA,NA,NA,NA,Итли,Итля,Итля,NA,138,153,115,NA,NA,NA,NA,NA,NA,NA,NA
8208,Ikha,Иха,NA,NA,Avar,NA,NA,NA,NA,NA,Иха,NA,NA,NA,20,42.256944,45.820075,Daghestan,NA,1752.49572753906,Казбековский район,not_kutan
8208,NA,Иха,NA,NA,NA,NA,NA,NA,NA,NA,Иха,NA,NA,NA,20,NA,NA,NA,NA,NA,Цунтинский район,NA
3955,NA,Ихир,Lezgian,NA,NA,NA,NA,Ихир (Ехир),Ихир (Ехир),Ихир,NA,1231,1141,410,NA,NA,NA,NA,NA,NA,NA,NA
3959,Ikhrek,Ихрек,Rutul,NA,Rutul,NA,TRUE,Ихрек (Иги-рак),"Ихрек (Игирак, Икраг, Гирак)",Ихрек,Ихрек,1725,1669,1456,2049,41.693931,47.210005,Daghestan,NA,1792.92919921875,NA,not_kutan
2197,Itsari,Ицари,Dargwa,ицар.,Dargwa,NA,TRUE,Ицари (Уцари),"Ицари (Ицалю, Уцари)",Ицари,Ицари,535,563,639,223,41.99733,47.5833,Daghestan,NA,1436.42858886719,NA,not_kutan
4681,Itsirakh,Ицирах,Tsez,цезский,Tsez,NA,TRUE,Ицрах,Ицрахъ (Ицирахо),Ицрах,Ицирах,61,58,23,487,42.244662,45.849585,Daghestan,NA,1765.32189941406,NA,not_kutan
1587,NA,Ича,Dargwa,сев.,NA,NA,NA,NA,NA,Ича,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
4071,Iche,Иче,Lezgian,NA,Lezgian,NA,TRUE,Ича,Ича,Ича,Иче,189,195,242,2,41.58146,47.509933,Daghestan,NA,2240.88012695312,NA,not_kutan
497,NA,Ичидары,Tindi,NA,NA,NA,NA,NA,NA,Ичидары,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
3225,Ichin,Ичин,Lezgian,NA,Lezgian,NA,TRUE,Ичин,Ичин,Ичин,Ичин,484,481,434,333,41.68263,47.99189,Daghestan,NA,848.014709472656,NA,not_kutan
403,Ichichali,Ичичали,Avar,NA,Avar,NA,TRUE,Ичичали,Ичичали (Ичить),Ичичали,Ичичали,489,484,482,156,42.732617,46.405263,Daghestan,NA,1663.771484375,NA,not_kutan
211,Ishtiburi,Иштибури,Avar,NA,Avar,NA,TRUE,Иштибури,Иштибури,Иштибури,Иштибури,194,192,196,292,42.679149,46.702701,Daghestan,NA,1649.22534179688,NA,not_kutan
4277,Kabasida,Кабасида,Avar,NA,Avar,NA,TRUE,Кобосида,Кобосида,Кобоседа,Кабасида,28,36,22,16,42.205771,46.341334,Daghestan,NA,1751.28112792969,NA,not_kutan
301,NA,Кабилач,Chamalal,NA,NA,NA,NA,NA,NA,Кабилач,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
3113,Kabir,Кабир,Lezgian,NA,Lezgian,NA,TRUE,Кабир,Кабир,Капир,Кабир,1932,1987,1135,1424,41.5592,48.0444,Daghestan,NA,942.850341796875,NA,not_kutan
3097,Kabir-Kazmalyar,Кабир-Казмаляр,Lezgian,NA,Lezgian,NA,TRUE,NA,NA,Кабир-Казм.,Кабир-Казмаляр,NA,NA,411,2191,41.7498,48.48848,Daghestan,NA,129.102416992188,NA,not_kutan
1327,Kavkamakhi,Кавкамахи,Dargwa,сев.,Dargwa,NA,TRUE,Кавка,Кавка-Махи (Верх. И Ниж),Кавка-Махи,Кавкамахи,489,523,426,1407,42.322184,47.30588,Daghestan,NA,1676.33056640625,NA,not_kutan
1329,NA,Када-Кунт,Dargwa,сев.,NA,NA,NA,NA,NA,Када-Кунт,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA
4273,NA,Кадан,Avar,NA,NA,NA,NA,Кудан,"Куданъ (Кудань, Кудакъ, Нанди)",Кадан,NA,25,20,2,NA,NA,NA,NA,NA,NA,NA,NA
713,Kadar,Кадар,Dargwa,кадар.,Dargwa,NA,TRUE,Кадар (Гадар),Кадар (Гадар),Кадар,Кадар,3261,3214,1530,2276,42.6242,47.2903,Daghestan,NA,1107.490234375,NA,not_kutan
1573,NA,Кадарла-Дак,Dargwa,сев.,NA,NA,NA,NA,NA,Кадарла-Дак,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
1645,Kaddamakhi,Каддамахи,Dargwa,сирхинско-тантынский,Dargwa,NA,TRUE,Кадда-Махи,Кодда-Махи,Кадда-Махи,Каддамахи,46,46,48,94,42.045284,47.356444,Daghestan,NA,1770.93872070313,NA,not_kutan
3735,Kadirkent,Кадиркент,Dargwa,сев.,Dargwa,NA,TRUE,NA,NA,Кадар-Кент,Кадиркент,NA,NA,112,871,42.49661,47.60836,Daghestan,NA,716.831787109375,NA,not_kutan
29,NA,Казакин-Бак,Avar,NA,NA,NA,NA,NA,NA,Казакин-Бак,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA
3829,NA,Казалиево,Avar,NA,NA,NA,NA,NA,NA,Казалиево,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
3831,NA,Казарма 894 кл,Avar,NA,NA,NA,NA,NA,NA,Казарма 894 кл,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
3833,NA,Казарма 899 кл.,Avar,NA,NA,NA,NA,NA,NA,Казарма 899 кл.,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
681,Kaka,Кака,Kumyk,NA,Lezgian,NA,FALSE,NA,NA,Кака,NA,NA,NA,42,NA,41.478513,47.636857,Daghestan,NA,1143.21435546875,?,not_kutan
681,NA,Кака,Kumyk,NA,NA,NA,NA,NA,NA,Кака,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,?,NA
3961,Kaka,Кака,Lezgian,NA,Lezgian,NA,TRUE,Кака (Кека),"Кака (Кока, Кека, Кахка)",Кака,Кака,726,700,632,1653,41.478513,47.636857,Daghestan,NA,1143.21435546875,?,not_kutan
3961,NA,Кака,Lezgian,NA,NA,NA,NA,Кака (Кека),"Кака (Кока, Кека, Кахка)",Кака,Кака,726,700,632,1653,NA,NA,NA,NA,NA,?,NA
683,NA,Кака-Кас,Kumyk,NA,NA,NA,NA,NA,NA,Кака-Кас,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA
801,Kaka-Shura,Кака-Шура,Kumyk,NA,Kumyk,NA,TRUE,Кака-Шура,Кака-Шура,Кака-Шура,Кака-Шура,3626,3922,3090,6030,42.65194,47.38278,Daghestan,NA,743.291320800781,NA,not_kutan
3765,NA,Какакутан,Kumyk,NA,NA,NA,NA,NA,NA,Кока,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
685,NA,Какали-Баш,Kumyk,NA,NA,NA,NA,NA,NA,Какали-Баш,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA
803,NA,Какамахи,Kumyk,NA,NA,NA,NA,NA,NA,Кака-Махи,Какамахи,NA,NA,71,1270,NA,NA,NA,NA,NA,Карабудахкентский район,NA
803,Kakamakhi,Какамахи,Kumyk,NA,Dargwa,NA,FALSE,NA,NA,Кака-Махи,Какамахи,NA,NA,71,1270,42.39507,47.30644,Daghestan,NA,1298.25524902344,Левашинский район,not_kutan
1479,NA,Какамахи,Dargwa,сев.,NA,NA,NA,Кака-Махи,Кака-Махи,Кака-Махи,Какамахи,955,933,770,2652,NA,NA,NA,NA,NA,Карабудахкентский район,NA
1479,Kakamakhi,Какамахи,Dargwa,сев.,Dargwa,NA,TRUE,Кака-Махи,Кака-Махи,Кака-Махи,Какамахи,955,933,770,2652,42.39507,47.30644,Daghestan,NA,1298.25524902344,Левашинский район,not_kutan
1331,NA,Какил Кунт,Dargwa,сев.,NA,NA,NA,NA,NA,Какил Кунт,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,NA,NA
1333,Kakmakhi,Какмахи,Dargwa,сев.,Dargwa,NA,TRUE,NA,NA,Как-Махи,Какмахи,NA,NA,62,612,42.29169,47.38541,Daghestan,NA,1357.43872070313,NA,not_kutan
1997,Kala,Кала,North Azerbaijani,NA,North Azerbaijani,NA,TRUE,Хан-Мамед-кала,Хан-Мамед-Гала,Мамед-Кала,Кала,160,167,153,1751,42.1464,48.1634,Daghestan,NA,14.7475910186768,Дербентский район,not_kutan
1997,NA,Кала,North Azerbaijani,NA,NA,NA,NA,Хан-Мамед-кала,Хан-Мамед-Гала,Мамед-Кала,Кала,160,167,153,1751,NA,NA,NA,NA,NA,Рутульский район,NA
4095,Kala,Кала,Rutul,NA,North Azerbaijani,NA,FALSE,Кала,Кала (Каля),Кала,Кала,196,181,171,410,42.1464,48.1634,Daghestan,NA,14.7475910186768,Дербентский район,not_kutan
4095,NA,Кала,Rutul,NA,NA,NA,NA,Кала,Кала (Каля),Кала,Кала,196,181,171,410,NA,NA,NA,NA,NA,Рутульский район,NA
3963,Kaladzhukh,Каладжух,Lezgian,NA,Lezgian,NA,TRUE,"Каладжих (Каладжуг, Келег)","Каладжуг (Каладжух, Келет)",Каладжух,Каладжух,1335,1331,795,1758,41.366176,47.908075,Daghestan,NA,1393.78210449219,NA,not_kutan
4275,NA,Калда,Avar,NA,NA,NA,NA,Калда (Калада),Калда (Халада),Калда,NA,84,110,20,NA,NA,NA,NA,NA,NA,NA,NA
925,Kalib,Калиб,Archi,верхне-андийски,Archi,NA,TRUE,NA,NA,Кала,Калиб,NA,NA,43,0,42.07054,46.86002,Daghestan,NA,2117.40405273438,NA,not_kutan
4607,NA,Калининаул,NA,NA,NA,NA,NA,NA,NA,NA,Калининаул,NA,NA,NA,609,NA,NA,NA,NA,NA,NA,NA
4607,NA,Калининаул,NA,NA,NA,NA,NA,NA,NA,NA,Калининаул,NA,NA,NA,609,NA,NA,NA,NA,NA,NA,NA
335,NA,Калих-3,Chamalal,NA,NA,NA,NA,NA,NA,Колих,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA
2173,Kalkni,Калкни,Dargwa,муиринский,Dargwa,NA,TRUE,Калкни,"Калкни (Гкалкни, Колкни)",Калкни,Калкни,592,587,488,1316,42.17732,47.70499,Daghestan,NA,1160.2421875,NA,not_kutan
1335,NA,Калтай-Махи,Dargwa,сев.,NA,NA,NA,NA,NA,Калтай-Махи,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA
3937,Kaluk,Калук,Lezgian,NA,Lezgian,NA,TRUE,NA,NA,Калук,Калук,NA,NA,254,1231,41.47193,47.65696,Daghestan,NA,1088.41369628906,NA,not_kutan
3965,Kal'yal,Кальял,Tsakhur,NA,Tsakhur,NA,TRUE,Калiал (Кялал),"Калиал (Кялал, Келел)",Кальял,Кальял,520,526,158,399,41.684366,47.003665,Daghestan,NA,1970.560546875,NA,not_kutan
9022,NA,Камарван,Lezgian,NA,NA,NA,NA,Комарован,NA,NA,NA,1062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3399,NA,Камаркент,Lezgian,NA,NA,NA,NA,Камар-кент (Камара-хюр),Камар-Кент (Камар-хюр),Камар-Кент,NA,100,88,69,NA,NA,NA,NA,NA,NA,NA,NA
3565,Kamakhal,Камахал,Lak,NA,Lak,NA,TRUE,Камахал (Камукал),Камахал (Камукаль),Камакал,Камахал,284,313,246,53,42.227415,46.999859,Daghestan,NA,1680.13818359375,NA,not_kutan
3561,Kamasha,Камаша,Lak,NA,Lak,NA,TRUE,Гамаши (Камаши),"Гамаши (Гамаша, Камаши, Камашлю)",Камаша,Камаша,243,247,230,25,42.22886,47.14153,Daghestan,NA,1525.84362792969,NA,not_kutan
4263,Kamilukh,Камилух,Avar,NA,Avar,NA,TRUE,Камелюк (Камилуг),"Камелюкъ (Камелюхъ, Камилугъ)",Камилух,Камилух,352,346,207,904,41.90911,46.63101,Daghestan,NA,2004.74877929687,NA,not_kutan
569,NA,Камилю,Andi,верхне-андийски,NA,NA,NA,NA,NA,Камилю,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
1343,Kamkadamakhi,Камкадамахи,Dargwa,сев.,Dargwa,NA,TRUE,NA,NA,Ком-Гада-Кунд,Камкадамахи,NA,NA,114,288,42.255826,47.308527,Daghestan,NA,1643.22509765625,NA,not_kutan
1393,NA,Камха-Махи В.,Dargwa,цуд.,NA,NA,NA,NA,Верх.-Камха-Махи,Камха-Махи В.,NA,NA,61,47,NA,NA,NA,NA,NA,NA,NA,NA
3739,NA,Камыш,Dargwa,сев.,NA,NA,NA,NA,NA,Камыш,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA
1483,Kanasiragi,Канасираги,Dargwa,сев.,Dargwa,NA,TRUE,Кана-Сираги,Кана-Сираги (Сирагант),Канасарати,Канасираги,837,791,703,733,42.252582,47.649095,Daghestan,NA,1113.08264160156,NA,not_kutan
1697,NA,Канда-Махи,Dargwa,цуд.,NA,NA,NA,NA,NA,Канда-Махи,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA
3503,Kani,Кани,Lak,NA,Lak,NA,TRUE,Кани,Кани (Канилю),Кани,Кани,784,814,526,289,42.13937,47.18846,Daghestan,NA,1740.2744140625,NA,not_kutan
3867,NA,Канибур,Kumyk,NA,NA,NA,NA,NA,NA,Канибур,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA
907,NA,Канят-Булак,Kumyk,NA,NA,NA,NA,NA,NA,Канят-Булак,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
2205,Kapkaykent,Капкайкент,Kumyk,NA,Kumyk,NA,TRUE,Гапкай-кент,Гапкай-Кент,Капкай-Кент,Капкайкент,1411,1413,888,1020,42.248157,47.798984,Daghestan,NA,371.838745117187,NA,not_kutan
